word,valence,arousal,dominance,aoa,category
lever,3.64,3.72,4.05,8.06,N
lezen,4.81,3.69,4.13,4.81,V
libel,4.46,4.13,3.11,7.14,N
lichaam,4.66,4.53,4.48,5.00,N
licht,4.98,3.80,4.27,4.65,N
lichtgeraakt,2.61,4.66,3.27,9.55,A
lid,4.27,3.66,3.98,7.06,N
lied,5.20,4.36,4.17,4.19,N
lief,6.25,4.08,4.22,4.03,A
liefde,6.53,5.59,5.58,5.84,N
liefdeloos,1.91,2.88,2.84,8.32,A
liegen,2.06,5.02,3.48,4.68,V
lier,4.15,3.86,3.69,10.86,N
lies,3.95,3.77,3.63,8.87,N
lift,4.23,3.92,4.03,5.45,N
liften,4.05,4.66,3.67,8.10,V
liggen,4.72,2.48,3.33,4.26,V
lijden,1.77,4.67,3.42,8.03,V
lijdend,1.91,4.16,3.47,8.65,A
lijf,4.20,4.27,4.30,5.55,N
lijfwacht,4.03,4.58,5.38,8.13,N
lijk,1.73,2.30,3.92,7.97,N
lijkbleek,2.16,3.03,3.22,8.39,A
lijm,3.95,3.08,4.59,4.71,N
lijmen,4.11,4.44,4.31,5.00,V
lijn,3.98,3.14,3.83,5.13,N
lijst,4.05,3.25,3.97,6.00,N
lijster,4.37,4.24,3.37,8.64,N
lik,4.42,4.39,3.66,5.39,N
likeur,4.64,3.61,4.62,10.55,N
likken,4.48,4.91,3.77,4.94,V
lila,4.56,3.37,3.24,7.20,A
limiet,3.39,4.06,4.41,9.10,N
limoen,4.42,3.39,3.91,8.29,N
linde,4.33,3.32,3.76,9.27,N
link,3.75,3.89,4.52,8.32,N
links,4.14,3.64,3.78,5.06,A
linnen,4.50,3.08,3.34,8.39,A
lint,4.13,3.19,3.41,6.00,N
lip,4.56,3.70,3.63,4.19,N
lippenstift,4.56,3.59,3.36,5.87,N
list,2.69,4.55,4.41,8.16,N
listig,2.92,4.52,4.59,9.68,A
liter,4.19,3.52,3.86,6.58,N
loeien,3.80,5.00,4.08,6.16,V
loep,4.21,3.37,3.92,7.63,N
loeren,3.30,4.58,3.95,8.13,V
lof,5.61,4.33,4.68,8.87,N
log,3.02,2.67,3.60,10.31,A
logisch,5.19,3.67,4.83,7.94,A
lok,4.09,3.50,3.61,7.77,N
lokken,3.34,4.67,4.23,7.23,V
lol,5.95,5.22,4.45,6.32,N
lomp,2.67,3.70,3.11,7.00,A
lompen,2.96,3.35,3.02,7.91,N
lonen,5.25,4.56,4.41,8.26,V
long,4.14,4.19,4.11,7.65,N
lont,3.63,4.27,4.31,7.26,N
lood,3.67,3.30,4.69,7.71,N
loods,3.75,3.31,4.38,8.29,N
loodsen,3.89,4.59,4.31,9.10,V
look,4.18,3.68,4.48,9.53,N
loom,3.11,2.30,2.69,9.31,A
loon,5.23,4.14,4.66,7.58,N
loop,4.16,4.77,4.11,6.16,N
lopen,4.36,5.31,4.30,3.90,V
los,4.22,3.67,3.67,4.87,A
loslaten,3.69,3.98,3.88,5.94,V
lossen,3.84,4.36,3.80,6.94,V
lot,4.33,3.14,4.14,7.65,N
loten,4.20,4.23,3.64,6.83,V
louche,2.69,4.03,3.98,11.29,A
lounge,5.09,2.52,4.19,11.19,N
louter,3.77,3.36,3.83,9.97,A
loyaal,5.92,3.95,4.72,10.68,A
lucht,4.75,3.27,3.83,4.81,N
luchten,4.17,4.13,4.00,7.94,V
lui,2.59,1.97,2.56,5.61,A
luid,3.39,5.25,5.16,5.13,A
luiden,4.17,4.98,4.19,7.35,V
luidruchtig,2.91,5.64,4.92,7.55,A
luik,3.95,3.27,3.91,6.58,N
luipaard,4.59,4.98,5.06,6.32,N
luis,2.36,3.91,3.19,6.06,N
luit,4.21,3.88,3.66,9.79,N
luizen,2.22,4.25,3.24,6.03,V
lukken,5.19,4.53,4.61,5.55,V
lul,2.48,4.67,4.48,8.48,N
lullen,3.13,4.47,4.14,9.10,V
lunch,4.97,3.84,3.86,6.84,N
lunchen,5.02,4.02,4.00,7.29,V
lus,3.98,3.20,3.62,6.65,N
lust,5.13,5.63,4.92,8.94,N
lusteloos,2.38,2.27,2.70,9.97,A
lusten,4.97,4.36,4.34,5.65,V
luxe,5.47,3.57,5.02,7.29,N
lynx,4.46,4.93,5.07,9.64,N
lyrisch,5.03,4.62,4.40,11.42,A
maag,3.92,4.19,3.91,5.42,N
maagd,4.48,3.36,3.83,10.13,N
maagpijn,2.06,4.52,3.63,6.29,N
maagzweer,2.00,4.58,4.17,10.58,N
maal,4.35,3.73,4.09,6.39,N
maan,4.81,2.98,4.44,4.94,N
maand,4.14,3.58,3.94,5.48,N
maandag,3.64,3.55,3.75,4.58,N
maarschalk,4.03,4.66,5.24,10.10,N
maat,4.58,3.67,4.20,6.35,N
machine,3.94,4.69,4.88,5.94,N
macho,3.05,4.83,5.13,8.58,N
macht,3.97,5.39,6.14,7.32,N
machteloos,2.23,2.88,2.41,9.35,A
machtig,4.52,5.23,5.98,7.42,A
madam,4.11,3.88,4.16,6.97,N
made,2.73,3.81,3.27,9.07,N
magazine,4.66,3.20,3.97,8.42,N
mager,3.44,3.44,3.05,6.10,A
magisch,5.63,4.78,4.88,6.68,A
mail,4.55,3.59,3.94,9.84,N
majoor,4.22,4.33,5.29,8.77,N
mak,3.60,2.25,2.46,7.50,A
maken,4.67,4.94,4.27,5.00,V
makker,5.41,4.17,4.66,7.74,N
makreel,4.02,3.91,3.30,8.87,N
mal,4.05,3.75,3.70,9.17,A
malen,3.70,4.84,4.05,8.26,V
mals,5.09,3.28,3.62,7.10,A
mama,5.88,4.44,4.86,2.03,N
man,4.70,4.17,4.91,3.90,N
mand,4.13,2.97,3.52,4.87,N
mango,4.94,3.34,3.69,8.74,N
manier,4.34,3.73,3.98,6.39,N
manipulatie,2.48,5.19,5.36,10.94,N
manipulatief,2.38,4.94,4.70,11.35,A
manipuleerbaar,2.53,4.03,2.83,10.68,A
mank,2.58,3.23,2.80,7.48,A
mannelijk,4.91,4.78,5.25,6.87,A
mantel,4.38,3.34,3.78,6.32,N
map,4.13,3.02,3.72,5.42,N
marge,4.00,3.46,3.92,10.32,N
marginaal,2.78,3.74,3.48,11.10,A
margriet,4.84,3.13,3.16,7.15,N
markt,4.67,4.75,3.88,5.77,N
marmer,4.53,2.91,4.88,8.84,N
marmot,3.95,3.73,3.23,8.55,N
mars,4.27,4.17,4.72,6.94,N
marteling,1.53,5.83,4.64,9.23,N
marter,3.91,4.50,4.14,8.95,N
masker,3.41,3.39,3.80,4.97,N
massa,3.78,4.78,5.30,8.13,N
massief,4.25,3.55,5.56,9.74,A
mast,4.13,3.42,4.20,6.97,N
mat,3.75,2.64,3.38,6.58,N
match,4.75,5.09,4.57,7.90,N
materialistisch,2.95,4.16,3.86,11.23,A
matig,3.50,3.19,3.20,7.97,A
matras,4.64,2.52,3.55,5.48,N
matrix,4.09,3.63,4.62,12.94,N
matroos,4.41,4.61,3.86,6.52,N
mauve,4.29,3.43,3.36,10.50,A
mazen,3.56,3.75,3.69,9.77,N
mazzel,5.55,4.03,4.02,8.87,N
medaille,5.50,4.44,5.06,6.48,N
medeleven,5.36,3.75,3.92,8.42,N
medelijden,3.45,3.61,3.19,7.87,N
medicijn,4.33,3.86,4.58,6.77,N
meedogenloos,2.41,4.80,5.03,9.87,A
meegaand,4.45,3.22,2.91,9.65,A
meel,4.23,2.98,3.16,6.84,N
meer,4.48,3.80,4.36,4.74,N/A
meerderwaardig,4.62,4.25,5.50,9.73,A
mees,4.39,3.87,3.44,7.00,N
meester,4.41,4.52,5.45,4.65,N
meet,4.13,3.68,3.95,7.37,N
meeuw,4.09,4.31,3.63,6.03,N
meid,4.55,4.47,3.41,6.35,N
meisje,5.13,4.48,3.55,3.52,N
melancholie,3.10,3.19,3.44,12.23,N
melden,3.94,4.56,4.28,7.48,V
melk,4.63,3.19,3.59,3.58,N
melken,4.31,4.58,3.78,5.65,V
melodie,5.39,4.25,4.22,7.19,N
meloen,4.81,3.11,3.66,6.23,N
menen,4.61,4.28,4.70,6.45,V
mengen,4.22,4.63,4.08,5.87,V
mens,4.75,4.75,4.94,4.45,N
menu,4.66,3.36,3.84,6.65,N
mep,2.59,5.38,5.00,5.74,N
meppen,2.58,5.63,4.75,6.42,V
merel,4.48,4.22,3.27,6.58,N
merg,3.49,3.41,4.15,10.55,N
merk,4.31,3.48,4.55,6.90,N
merken,4.23,4.22,4.39,7.03,V
merrie,4.56,4.42,3.94,7.71,N
mes,3.16,4.44,5.30,4.39,N
mest,3.03,3.28,3.95,6.52,N
metaal,3.92,3.27,5.00,7.06,N
meten,4.16,4.20,4.11,6.03,V
meter,4.25,3.34,3.83,5.45,N
metro,4.17,4.86,4.25,7.74,N
meubel,4.28,2.91,3.94,6.03,N
meute,3.38,4.89,4.73,9.36,N
microscoop,4.22,3.33,4.34,9.55,N
middel,4.17,3.73,4.02,6.71,N
middelmatig,3.47,3.63,3.55,8.45,A
midden,4.22,3.58,3.94,5.61,N
mier,3.70,4.58,3.19,4.84,N
miezerig,2.59,2.95,2.25,8.83,A
mijden,2.81,4.42,3.09,8.26,V
mijl,4.03,3.89,4.13,8.61,N
mijn,3.59,4.19,4.80,6.10,N
mijter,4.14,2.98,3.92,5.47,N
mikken,4.14,4.78,4.20,6.42,V
mild,4.69,2.92,3.19,7.94,A
milieu,4.64,3.75,4.28,8.55,N
miljard,5.34,4.44,5.48,7.42,R
miljoen,5.28,4.50,5.36,6.81,R
milt,3.97,3.66,3.70,9.55,N
mime,4.38,3.65,3.53,10.26,N
min,3.05,3.03,2.78,5.68,N
minachtend,2.17,3.86,3.59,9.97,A
minachting,2.25,4.00,3.88,10.13,N
minderwaardig,2.09,3.23,2.47,9.45,A
minderwaardigheid,2.08,3.14,2.44,10.52,N
mini,4.00,3.23,2.78,6.00,A
miniem,3.42,2.89,2.63,9.62,A
minnaar,4.19,5.34,4.30,9.65,N
minuut,4.03,3.73,3.45,5.87,N
minzaam,3.36,3.32,3.21,10.97,A
mis,3.13,3.05,3.36,5.10,N
misbruik,1.59,5.16,4.45,8.87,N
misdaad,2.08,5.59,4.94,7.58,N
misdadiger,1.94,5.48,5.05,7.55,N
misdrijf,1.91,5.63,4.66,8.06,N
miskraam,1.50,4.72,4.06,9.94,N
misleidend,2.33,4.36,4.13,8.71,A
mislukkeling,1.97,3.44,2.56,8.55,N
mislukking,1.88,3.89,2.61,7.65,N
mismaakt,1.84,3.66,2.97,9.00,A
miss,4.43,4.27,4.02,9.39,N
misselijk,2.20,4.25,3.55,5.87,A
missen,2.81,4.23,3.48,5.87,V
mist,3.41,2.77,3.56,6.26,N
misvormd,2.06,3.47,3.30,8.71,A
mobiel,4.86,4.48,4.39,9.23,N/A
modaal,3.84,3.56,3.90,11.29,A
modder,3.14,3.03,3.61,4.97,N
mode,4.91,3.88,4.16,8.00,N
model,4.92,4.00,4.25,7.77,N
modem,4.22,3.75,3.95,11.03,N
modern,5.23,4.11,4.67,7.55,A
modieus,5.25,4.03,4.52,9.45,A
moe,2.77,2.25,3.23,3.94,A
moed,5.70,5.19,5.28,7.35,N
moedeloos,2.27,2.70,2.78,10.00,A
moeder,5.73,4.13,4.58,3.71,N
moederlijk,5.16,3.92,4.27,8.06,A
moedig,5.80,5.34,5.45,7.23,A
moeilijk,2.80,4.25,4.50,5.35,A
moeizaam,2.62,3.41,3.17,8.48,A
moer,3.67,3.38,4.13,8.03,N
moeras,3.20,3.17,4.30,7.26,N
moes,3.83,3.16,3.10,6.23,N
moeten,3.06,4.86,4.53,4.29,V
mogelijkheid,5.34,4.02,4.64,8.26,N
mogen,4.91,4.08,4.00,4.90,V
mok,4.00,2.89,3.83,6.93,N
moker,3.35,4.52,5.27,9.33,N
mokka,4.42,3.19,3.94,9.39,N
mokken,2.67,3.87,3.56,7.97,V
mol,3.69,3.45,3.20,5.13,N
molen,4.23,3.75,3.95,5.94,N
moment,4.31,3.68,3.89,6.42,N
monarch,3.88,3.63,5.00,12.24,N
mond,4.44,4.17,4.06,3.58,N
mongool,2.44,4.09,3.19,8.29,N
monnik,4.08,2.58,3.41,7.61,N
monster,2.31,5.33,5.39,4.55,N
monter,5.11,4.68,4.65,10.20,A
mooi,6.13,4.20,4.78,3.84,A
moord,1.38,6.19,5.45,7.84,N
moorden,1.33,6.39,5.56,7.65,V
mop,5.28,4.53,4.33,5.26,N
mopperig,2.69,4.22,3.73,8.29,A
moralistisch,4.63,3.75,4.58,11.70,A
moreel,4.92,3.83,4.88,10.32,A
morgen,4.53,3.89,3.98,4.10,N
mormel,2.53,4.19,3.38,8.45,N
mos,4.06,2.92,3.20,6.71,N
mossel,4.00,3.13,2.87,6.42,N
mot,2.98,4.19,3.34,7.10,N
motel,3.89,3.48,3.61,9.71,N
motief,3.88,4.11,4.66,9.42,N
motor,4.30,4.98,4.88,5.61,N
mout,3.93,3.37,3.38,9.00,N
mouw,4.16,3.13,3.66,5.10,N
muf,2.73,2.84,3.13,8.03,A
mug,2.55,4.84,3.39,5.13,N
muil,2.84,3.98,4.28,6.68,N
muis,3.80,4.36,2.75,4.23,N
mummie,3.42,2.38,3.81,7.00,N
munt,4.48,3.45,4.13,5.68,N
murw,2.82,3.20,3.29,10.14,A
mus,4.43,3.92,3.06,5.42,N
must,4.13,4.46,4.89,10.30,N
muts,4.16,3.23,3.48,4.16,N
muur,3.91,2.81,4.48,4.77,N
muze,5.25,3.93,4.52,11.34,N
muziek,5.75,4.83,4.61,4.23,N
mystiek,4.89,3.64,4.66,10.35,N
naad,3.75,3.23,3.44,7.71,N
naaien,3.89,4.64,3.91,6.23,V
naaimachine,4.06,4.20,3.83,6.32,N
naakt,4.63,4.80,4.05,6.26,A
naald,3.42,3.86,4.50,5.74,N
naam,4.44,3.48,4.19,3.68,N
naarstig,3.95,4.83,4.21,10.00,A
naaste,5.19,3.77,4.48,8.16,N
nacht,4.47,2.86,4.19,4.39,N
nadeel,2.63,3.80,3.73,7.87,N
nadenkend,5.00,4.09,4.69,8.16,A
nagel,3.83,3.36,3.73,5.32,N
naief,2.69,3.27,2.81,9.87,A
nalatig,2.42,2.86,2.88,9.74,A
namaak,2.98,3.40,2.94,7.58,N
nat,3.69,3.75,3.45,4.19,A
natuur,5.36,3.52,4.64,5.77,N
nauw,3.13,3.56,3.69,7.13,A
nauwgezet,4.48,4.09,4.59,10.06,A
nauwkeurig,5.20,4.00,4.84,7.94,A
navel,4.25,3.23,3.52,5.06,N
navolgend,3.75,3.73,3.14,9.81,A
nectar,4.95,3.44,3.72,7.97,N
nederig,3.55,2.81,2.59,9.45,A
neef,4.78,3.95,4.08,4.71,N
neerslachtig,2.28,2.83,2.81,9.71,A
neger,3.44,4.08,4.36,7.61,N
negeren,2.45,3.19,4.11,7.42,V
neigen,3.81,4.14,3.75,9.47,V
nek,4.13,3.55,3.80,4.87,N
nemen,4.00,4.72,4.44,4.65,V
nerveus,2.75,5.59,3.45,7.48,A
nervositeit,2.72,5.56,3.48,10.10,N
nest,4.78,3.14,3.66,5.19,N
net,4.33,3.36,3.72,5.48,N
netto,4.50,3.56,4.13,10.23,N
neuken,4.31,6.44,5.08,10.55,V
neurotisch,2.20,4.97,3.68,12.73,A
neus,4.06,3.47,3.88,3.58,N
nevel,4.02,3.00,3.33,8.52,N
nicht,4.53,3.77,3.89,4.90,N
nier,3.91,4.14,3.71,8.06,N
niet,2.92,3.08,3.88,3.39,A
nietig,2.52,2.98,2.64,10.06,A
nieuw,5.42,4.48,4.56,5.13,A
nieuws,4.67,4.61,4.61,5.77,N
nieuwsgierig,5.28,5.27,4.55,7.06,A
niezen,3.48,4.75,3.75,5.48,V
nijd,2.41,4.73,4.28,9.38,N
nijver,4.72,4.55,4.47,9.88,N
nikkel,3.89,3.15,3.90,10.81,N
nimf,4.79,3.78,3.76,11.10,N
nipt,3.82,4.13,3.34,8.84,A
nis,3.77,3.07,3.63,9.36,N
niveau,4.42,3.77,4.19,7.77,N
nobel,5.58,3.86,5.05,9.06,A
noemen,4.06,4.31,4.27,5.32,V
noest,4.36,4.63,4.53,11.33,A
nok,3.86,3.36,4.18,9.50,N
non,3.73,2.67,3.17,6.58,N
nonchalant,3.69,3.39,3.72,10.03,A
nonconformistisch,4.42,3.98,4.80,13.48,A
nonsens,2.84,3.55,3.34,8.71,N
nood,2.55,5.19,4.28,6.81,N
noord,4.19,3.43,4.21,6.55,A
noot,4.34,3.52,3.83,5.26,N
nor,2.46,3.29,4.09,9.11,N
norm,4.05,3.42,4.73,9.97,N
normaal,4.48,3.55,4.16,5.84,A
nors,2.53,3.67,4.21,9.03,A
nota,3.58,3.52,3.98,9.29,N
notie,4.17,3.49,4.00,10.61,N
nuchter,5.05,3.59,4.59,9.77,A
nul,2.95,2.53,2.45,4.90,N
nummer,4.14,3.34,3.86,4.74,N
nut,4.94,3.92,4.47,7.00,N
nuttig,5.44,4.23,4.69,7.19,A
ober,4.41,4.81,3.00,6.68,N
objectief,5.08,3.53,4.80,11.00,A
obsceen,2.55,4.48,4.42,11.87,A
ochtend,4.44,3.33,3.73,4.58,N
ode,5.16,4.13,4.23,10.16,N
oester,3.88,3.06,3.62,7.71,N
oeuvre,4.83,3.87,4.32,11.15,N
oever,4.45,2.97,3.76,6.81,N
offer,3.41,4.28,4.02,7.52,N
ogen,4.95,4.19,4.14,3.84,N
oker,4.27,3.47,3.68,10.54,A
oksel,3.44,3.64,3.50,5.94,N
olie,3.77,3.55,4.63,6.35,N
olifant,4.64,4.09,5.31,4.45,N
olijf,4.25,3.16,3.50,7.45,N
oma,5.30,2.98,3.66,3.23,N
omhelzen,5.94,4.86,4.52,6.39,V
omhelzing,6.05,4.61,4.56,6.90,N
onaandachtzaam,2.69,2.98,3.06,10.69,A
onaangenaam,2.14,4.25,3.48,8.58,A
onaangepast,2.70,3.64,3.58,9.52,A
onaantrekkelijk,2.30,3.33,2.97,8.81,A
onafhankelijk,5.58,4.33,5.45,9.84,A
onavontuurlijk,2.66,2.34,3.00,8.80,A
onbeholpen,2.86,3.30,2.72,10.19,A
onbekwaam,2.44,3.31,2.75,10.13,A
onbeleefd,2.38,4.56,3.73,6.45,A
onbeschaamd,3.34,4.42,4.67,8.39,A
onbetrouwbaar,1.88,4.33,3.36,8.29,A
onbevreesd,5.00,4.55,5.50,8.84,A
onbuigzaam,3.13,3.14,4.95,8.87,A
onconventioneel,4.05,4.08,4.41,12.74,A
ondankbaar,2.06,3.66,3.19,8.00,A
onderbreken,3.03,4.91,4.03,7.35,V
onderdaan,2.67,3.17,2.03,8.55,N
onderdanig,2.66,2.58,1.94,9.52,A
onderdrukken,2.39,5.08,4.75,9.03,V
ondergaan,3.08,2.89,2.63,8.35,V
ondergeschikt,2.53,2.91,2.34,9.61,A
onderhoudend,4.86,4.14,4.42,9.45,A
ondernemend,5.66,5.41,5.38,10.32,A
onderwerpen,2.84,3.83,3.44,8.71,V
onderworpen,2.58,2.81,2.38,9.65,A
ondeskundig,2.34,3.44,2.81,10.37,A
onduidelijk,2.75,3.52,3.22,7.52,A
onecht,2.59,3.36,3.03,7.71,A
oneerlijk,2.14,4.17,3.67,6.16,A
onemotioneel,2.53,2.54,3.81,9.83,A
onervaren,3.19,3.39,2.78,9.06,A
onethisch,2.25,4.02,3.35,12.23,A
onevenwichtig,2.63,4.22,2.78,9.77,A
ongebruikelijk,3.52,3.73,3.78,9.03,A
ongeduld,2.66,4.94,3.42,7.00,N
ongeduldig,2.56,5.27,3.39,7.55,A
ongehoorzaam,2.63,4.67,4.44,6.23,A
ongeluk,1.94,5.06,4.00,5.71,N
ongelukkig,1.72,3.52,3.19,6.68,A
ongenadig,2.36,4.53,4.78,9.61,A
ongerust,2.59,4.92,3.39,7.03,A
ongesofisticeerd,2.76,3.46,3.35,12.65,A
ongeval,2.02,5.53,4.28,7.23,N
ongezond,2.25,3.33,3.13,7.06,A
ongodsdienstig,3.89,3.50,4.22,9.00,A
onhandelbaar,2.23,5.36,4.23,8.39,A
onhandig,2.86,3.73,2.81,6.68,A
onheil,2.17,4.83,4.42,9.42,N
onhoffelijk,2.56,3.84,3.22,10.33,A
onintelligent,2.44,3.03,2.78,9.53,A
oninteressant,2.48,2.45,3.11,7.90,A
onkruid,2.78,3.64,3.91,6.00,N
onmacht,2.19,3.11,2.63,9.71,N
onnauwkeurig,2.64,3.58,2.84,8.81,A
onnozel,3.11,4.19,3.16,7.81,A
onoplettend,2.77,3.06,2.70,8.42,A
onoprecht,2.09,3.84,3.08,10.29,A
onpraktisch,2.72,3.56,2.78,9.39,A
onproductief,2.38,2.19,2.75,10.27,A
onrecht,2.17,4.27,4.02,8.35,N
onredelijk,2.42,4.23,3.67,8.87,A
onromantisch,2.45,3.20,3.17,9.47,A
onrust,2.59,5.19,4.05,7.55,N
onrustig,2.69,5.25,3.64,6.74,A
onschuld,5.09,3.14,3.97,7.97,N
onschuldig,4.95,3.14,4.05,6.87,A
onstuimig,3.41,5.21,4.47,9.86,A
onsympatiek,2.14,3.72,3.67,9.94,A
ontevreden,2.31,4.06,3.64,7.45,A
ontevredenheid,2.48,4.05,3.50,8.61,N
ontgoocheld,2.50,3.88,3.16,10.10,A
ontgoocheling,2.51,4.14,3.52,9.13,N
ontlopen,2.78,4.80,2.75,8.58,V
ontmoedigd,2.44,2.92,2.91,9.81,A
ontploffing,2.09,6.52,5.81,7.03,N
ontroering,5.02,4.34,3.92,8.97,N
ontrouw,1.80,5.00,3.13,9.48,N
ontslag,2.20,4.53,4.19,8.81,N
ontsnappen,4.16,5.61,4.67,6.74,V
ontspannen,6.06,2.22,4.14,7.39,V
ontvluchten,2.84,5.50,2.73,8.90,V
ontwijken,3.00,4.45,3.08,7.42,V
ontwikkeld,5.39,4.31,5.09,8.68,A
ontzag,4.17,3.95,4.13,9.23,N
onvast,2.89,3.94,2.81,7.90,A
onveilig,2.14,4.61,3.67,6.90,A
onverdraagzaam,2.08,4.25,4.02,9.52,A
onverschillig,2.69,2.92,3.34,9.39,A
onverschilligheid,2.52,2.94,3.41,10.45,A
onverstoorbaar,4.72,3.53,5.22,8.87,A
onvoldoende,2.25,3.47,2.86,7.61,A
onvolwassen,2.69,4.11,2.92,8.52,A
onvoorspelbaar,3.53,4.45,4.09,8.06,A
onvriendelijk,2.16,4.23,3.58,6.97,A
onwankelbaar,4.85,3.29,5.23,10.53,A
onweer,3.17,5.77,5.36,5.45,N
onwrikbaar,4.14,3.31,5.48,10.55,A
onzeker,2.61,3.44,2.78,8.55,A
onzekerheid,2.50,3.78,2.66,8.39,N
oog,4.48,4.08,3.91,3.77,N
oogst,4.81,4.31,4.38,7.00,N
oogsten,4.92,5.09,4.30,7.26,V
oom,4.69,3.89,4.22,5.03,N
oor,4.25,3.69,3.70,3.97,N
oord,4.60,3.06,3.98,8.45,N
oorlog,1.50,6.22,5.97,6.39,N
oorworm,2.44,4.02,3.38,7.58,N
oost,4.19,3.44,3.94,7.16,A
opa,5.17,3.00,3.94,3.26,N
opaal,4.48,3.23,4.30,11.32,N
open,5.09,4.03,4.44,4.61,A
opgelucht,5.58,4.14,4.45,8.00,A
opgeschrikt,3.02,5.66,3.77,8.84,A
opgetogen,5.67,5.39,4.92,9.45,A
opgetogenheid,5.77,5.28,5.08,10.26,N
opgeven,2.36,3.03,2.39,7.10,V
opgewekt,6.08,5.52,4.84,7.74,A
opgewektheid,6.02,5.64,5.09,8.61,N
opluchting,5.67,4.17,4.66,8.65,N
opmerkelijk,4.97,4.55,4.69,8.61,A
oppervlakkig,2.69,2.89,3.03,9.29,A
opportunistisch,4.38,4.78,4.68,12.07,A
oprecht,6.11,4.03,5.23,8.71,A
oproer,2.72,5.30,4.92,8.60,N
opstand,2.98,5.81,5.34,8.52,N
opstandig,3.02,5.66,5.22,8.71,A
optie,4.64,3.67,4.09,9.03,N
optimistisch,5.91,5.11,5.28,9.71,A
opvallend,4.81,5.09,5.13,7.42,A
opvliegend,2.47,5.81,4.95,8.97,A
opwekkend,5.64,5.44,5.14,9.06,A
orde,5.02,3.56,4.59,7.48,N
ordelijk,5.19,3.58,4.58,8.61,A
order,3.67,4.16,4.43,9.55,N
ordinair,2.36,3.97,3.50,10.00,A
orgaan,3.98,4.25,4.33,8.71,N
orgasme,6.23,6.48,5.91,11.29,N
orgel,4.23,3.62,3.83,7.35,N
orgie,3.28,6.03,4.62,11.90,N
origineel,5.64,4.41,5.09,8.00,A
orka,4.67,4.73,5.13,6.71,N
orkaan,2.45,6.45,6.13,7.71,N
orkest,4.84,5.08,4.25,7.23,N
os,4.06,3.73,4.50,6.26,N
otter,4.23,4.50,3.89,6.74,N
oud,3.36,2.83,3.13,4.68,A
ouderwets,2.94,2.77,3.16,7.58,A
oven,4.53,3.80,4.23,5.65,N
over,3.89,3.36,4.03,5.16,A/R
overeenstemming,5.28,3.88,4.56,9.13,N
overgave,3.95,3.64,2.98,8.35,N
overgevoelig,2.88,5.17,2.92,8.65,A
overheersend,3.08,5.29,5.95,9.13,A
overtreding,2.53,5.13,4.28,8.26,N
overtuigd,5.23,4.80,5.16,8.13,A
paal,3.94,3.05,4.27,4.87,N
paar,4.83,4.00,4.33,6.06,N
paard,4.63,4.72,4.70,4.26,N
paars,4.39,3.52,3.83,4.71,A
pacht,3.58,3.47,4.03,10.34,N
pachten,3.68,4.15,3.98,9.90,V
pact,4.29,3.97,4.84,10.83,N
pad,4.14,3.11,3.63,5.61,N
paf,3.62,3.73,3.72,7.36,A
pak,4.38,3.36,4.23,5.45,N
pakken,4.06,4.75,4.42,4.61,V
pal,3.95,3.33,4.15,9.52,A
paleis,5.11,3.38,5.17,5.87,N
palet,4.30,3.47,3.81,8.03,N
paling,3.70,4.31,3.50,7.42,N
palm,4.41,2.98,3.78,7.26,N
palmboom,5.44,2.73,4.09,7.16,N
pamflet,4.00,3.41,4.16,10.13,N
pan,4.20,3.59,3.73,4.90,N
pand,4.19,3.25,4.09,8.94,N
panda,4.89,3.59,3.81,5.87,N
paneel,4.02,3.39,3.77,9.13,N
paniek,2.03,6.19,4.20,7.03,N
panisch,1.95,5.94,3.87,10.00,A
panne,2.63,3.43,3.44,8.52,N
panter,4.52,5.30,5.44,6.61,N
pantser,3.80,4.25,5.47,8.60,N
pap,4.31,3.13,3.14,3.77,N
papa,5.59,4.42,5.08,2.06,N
papier,4.22,3.09,3.55,4.45,N
parade,5.00,5.23,4.47,8.29,N
parel,5.36,3.23,4.50,6.77,N
paren,4.98,5.61,4.61,8.13,V
parfum,5.33,3.46,4.30,6.42,N
park,5.06,2.97,3.83,5.10,N
part,4.02,3.45,3.40,8.59,N
pas,3.95,3.58,3.67,6.35,N
passen,4.23,4.22,3.80,5.90,V
passie,6.09,5.88,5.50,9.00,N
passief,2.78,1.73,2.61,9.61,A
pasta,5.09,3.56,3.91,6.87,N
pastel,4.52,3.02,3.26,9.76,A
pastoor,3.55,2.97,3.75,6.32,N
patat,4.78,3.28,3.75,4.68,N
patent,4.45,3.75,4.98,11.19,N
pater,3.59,2.90,3.69,8.26,N
patroon,4.23,3.23,4.17,8.48,N
paus,3.53,2.84,4.33,6.94,N
pauw,4.73,3.97,3.98,5.71,N
pauze,4.94,2.53,3.70,5.19,N
pech,2.64,3.30,3.42,6.45,N
pedaal,4.14,4.02,3.81,6.81,N
peddel,4.13,4.34,4.02,7.81,N
pedofiel,1.14,5.00,3.59,10.32,N
peer,4.42,3.19,3.34,4.74,N
pees,3.73,3.98,3.85,9.23,N
peil,3.98,3.46,4.11,8.35,N
peilen,4.14,4.39,4.05,9.55,V
peinzen,3.73,4.31,3.97,9.30,V
pek,3.30,3.21,4.19,8.56,N
pekel,3.57,3.50,4.26,9.19,N
pels,3.93,3.28,3.60,7.53,N
pen,4.31,3.31,3.73,4.90,N
pendel,3.95,3.83,3.56,8.97,N
penis,4.25,4.86,4.78,8.19,N
